File	Left Context	Hit	Right Context
16171_tagged.txt	NNT1 until_CS 1_MC1 pm_RA ._. Than_CSN I_PPIS1 	am_VBM going_VVGK to_TO go_VVI 	to_II 
16176_tagged.txt	But_CCB in_II this_DD1 weekend_NNT1 I_PPIS1 	am_VBM going_VVGK to_TO change_VVI 	my_APPGE 
16176_tagged.txt	change_VVI my_APPGE schedule_NN1 ._. First_MD I_PPIS1 	am_VBM going_VVGK to_TO go_VVI 	to_II 
16176_tagged.txt	afford_VVI winter_NNT1 jacket_NN1 ._. Next_MD I_PPIS1 	am_VBM going_VVGK to_TO clean_VVI 	my_APPGE 
16176_tagged.txt	self_NN1 from_II now_RT ._. Last_VV0@ I_PPIS1 	am_VBM going_VVGK to_TO go_VVI 	to_II 
16200_tagged.txt	workout_NN1 and_CC since_CS tomorrow_RT I_PPIS1 	am_VBM going_VVGK to_TO go_VVI 	the_AT 
16615_tagged.txt	Today_RT I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
16616_tagged.txt	worker_NN1 ._. At_II first_MD glance_NN1 I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
16991_tagged.txt	with_IW beautiful_JJ clothes_NN2 ._. And_CC I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	the_AT 
17041_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO introduce_VVI 	my_APPGE 
17079_tagged.txt	fix_VVI the_AT room_NN1 up_RP ._. I_PPIS1 	am_VBM going_VVGK to_TO buy_VVI 	a_AT1 
17079_tagged.txt	corner_NN1 of_IO the_AT room_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO pick_VVI 	up_RP 
17105_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO introduce_VVI 	my_APPGE 
17550_tagged.txt	can_VM study_VVI in_II ELI_NP1 ._. I_PPIS1 	am_VBM going_VVGK to_TO compare_VVI 	about_II 
17556_tagged.txt	about_II imaginative_JJ thoughts_NN2 ._. First_MD I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
17732_tagged.txt	trip_NN1 presentation_NN1 attentively_RR because_CS I_PPIS1 	am_VBM going_VVGK to_TO attend_VVI ._. 	
18042_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	a_AT1 
18228_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
18397_tagged.txt	graduate_NN1 school_NN1 in_II MBA_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	in_II 
18397_tagged.txt	in_II University_NN1 of_IO Pittsburgh_NP1 ._. I_PPIS1 	am_VBM going_VVGK to_TO start_VVI 	in_II 
18573_tagged.txt	that_CST after_CS I_PPIS1 graduate_VV0 I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	a_AT1 
18574_tagged.txt	that_CST after_CS I_PPIS1 graduate_VV0 I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	a_AT1 
18575_tagged.txt	that_CST after_CS I_PPIS1 graduate_VV0 I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	a_AT1 
18576_tagged.txt	when_CS I_ZZ1% ll_NNU graduate_VV0 I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	a_AT1 
18578_tagged.txt	that_CST after_CS i_ZZ1 graduate_VV0 I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	a_AT1 
18603_tagged.txt	I_PPIS1 finish_VV0 this_DD1 class_NN1 I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	in_II 
18636_tagged.txt	these_DD2 following_VVG humble_JJ lines_NN2 I_PPIS1 	am_VBM going_VVGK to_TO demonstrate_VVI 	a_AT1 
18724_tagged.txt	I_PPIS1 figure_VV0@ out_RP that_CST I_PPIS1 	am_VBM going_VVGK to_TO buy_VVI 	a_AT1 
18724_tagged.txt	corner_NN1 of_IO the_AT room_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO pick_VVI 	up_RP 
18833_tagged.txt	t_XX like_VVI so_RG probable_JJ I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	it_PPH1 
18879_tagged.txt	in_II all_DB countries_NN2 civilization_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO highlight_VVI 	on_II 
19249_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO locate_VVI 	and_CC 
19249_tagged.txt	people_NN in_II my_APPGE party_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO start_VVI 	from_II 
19249_tagged.txt	him_PPHO1 so_RG much_DA1 ._. Now_RT I_PPIS1 	am_VBM going_VVGK to_TO locate_VVI 	my_APPGE 
19249_tagged.txt	much_DA1 ._. The_AT last_MD thing_NN1 I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
19434_tagged.txt	in_II all_DB countries_NN2 civilizations_NN2 ._. I_PPIS1 	am_VBM going_VVGK to_TO highlight_VVI 	some_DD 
19617_tagged.txt	four_MC years_NNT2 and_CC then_RT I_PPIS1 	am_VBM going_VVGK to_TO apply_VVI 	the_AT 
19858_tagged.txt	job_NN1 in_II another_DD1 city_NN1 I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
19868_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
19917_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
20299_tagged.txt	still_RR in_II Pittsburgh_NP1 because_CS I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	here_RL 
20299_tagged.txt	to_TO@ work_VVI on_II it_PPH1 ._. I_PPIS1 	am_VBM going_VVGK to_TO buy_VVI 	some_DD 
20304_tagged.txt	After_CS this_DD1 summer_NNT1 semester_NN1 I_PPIS1 	am_VBM going_VVGK to_TO prepare_VVI 	my_APPGE 
20304_tagged.txt	my_APPGE TOEFL_NN1 exam_NN1 ._. Actually_RR I_PPIS1 	am_VBM going_VVGK to_TO apply_VVI 	to_II 
20304_tagged.txt	U._NP1 S._NP1 And_CC then_RT I_PPIS1 	am_VBM going_VVGK to_TO continue_VVI 	studying_VVG 
20490_tagged.txt	have_VH0 big_JJ money_NN1 !_! )_) ._. Lastly_RR I_PPIS1 	am_VBM going_VVGK to_TO see_VVI 	the_AT 
20617_tagged.txt	motivation_NN1 ._. The_AT second_MD step_NN1 I_PPIS1 	am_VBM going_VVGK to_TO tell_VVI 	about_II 
20628_tagged.txt	Today_RT I_PPIS1 	am_VBM going_VVGK to_TO tell_VVI 	about_II 
20886_tagged.txt	motivation_NN1 ._. The_AT second_MD step_NN1 I_PPIS1 	am_VBM going_VVGK to_TO tell_VVI 	about_RP@ 
20887_tagged.txt	there_RL I_PPIS1 told_VVD them_PPHO2 I_PPIS1 	am_VBM going_VVGK to_TO ASSESS_VVI 	the_AT 
20996_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
21319_tagged.txt	China_NP1 ._. In_II this_DD1 article_NN1 I_PPIS1 	am_VBM going_VVGK to_TO introduce_VVI 	Yangzhou_NN1 
21352_tagged.txt	have_VHI meal_NN1 here_RL ._. Now_RT I_PPIS1 	am_VBM going_VVGK to_TO contrast_VVI 	food_NN1 
21353_tagged.txt	it_PPH1 was_VBDZ really_RR cozy_JJ ._. I_PPIS1 	am_VBM going_VVGK to_TO compare_VVI 	vacationing_VVG 
21354_tagged.txt	event_NN1 as_II a_AT1 momentum_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO discuss_VVI 	popular_JJ 
21354_tagged.txt	and_CC field_NN1 and_CC track_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO compare_VVI 	with_IW 
21569_tagged.txt	he_PPHS1 she_PPHS1 meet_VV0 others_NN2 ._. I_PPIS1 	am_VBM going_VVGK to_TO clarify_VVI 	why_RRQ 
21623_tagged.txt	facing_VVG the_AT east_ND1 ._. So_RR I_PPIS1 	am_VBM going_VVGK to_TO move_VVI 	around_II 
21863_tagged.txt	fresh_JJ water_NN1 has_VHZ important_JJ ._. I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	enough_DD 
21872_tagged.txt	water_NN1 but_CCB any_DD chocolate_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO go_VVI 	next_MD 
22138_tagged.txt	heating_NN1 and_CC cooking_VVG food_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO take_VVI 	some_DD 
22138_tagged.txt	to_TO find_VVI some_DD time_NNT1 ._. I_PPIS1 	am_VBM going_VVGK to_TO pick_VVI 	up_RP 
22728_tagged.txt	speaking_VVG I_PPIS1 think_VV0 what_DDQ I_PPIS1 	am_VBM going_VVGK to_TO say_VVI ._. 	Sometimes_RT 
22879_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO describe_VVI 	my_APPGE 
22902_tagged.txt	in_II another_DD1 city_NN1 However_RRQV I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
22908_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
22957_tagged.txt	Although_CS I_PPIS1 	am_VBM going_VVGK to_TO stay_VVI 	in_II 
23151_tagged.txt	family_NN1 influenced_VVD@ me_PPIO1 and_CC I_PPIS1 	am_VBM going_VVGK to_TO give_VVI 	it_PPH1 
23572_tagged.txt	at_II ELI_NP1 ?_? He_PPHS1 said_VVD I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	in_II 
23787_tagged.txt	First_MD i_ZZ1 	am_VBM going_VVGK to_TO memorize_VVI 	words_NN2 
23787_tagged.txt	to_TO memorize_VVI words_NN2 then_RT i_MC1 	am_VBM going_VVGK to_TO ask_VVI 	my_APPGE 
23902_tagged.txt	has_VHZ many_DA2 activities_NN2 and_CC I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
24003_tagged.txt	going_VVGK to_TO be_VBI flexible_JJ ._. I_PPIS1 	am_VBM going_VVGK to_TO meet_VVI 	my_APPGE 
24165_tagged.txt	take_VVI with_IW me_PPIO1 If_CS I_PPIS1 	am_VBM going_VVGK to_TO live_VVI 	alone_RR 
24414_tagged.txt	like_VV0 are_VBR recent_JJ movie_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
24422_tagged.txt	successful_JJ in_II your_APPGE life_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
24754_tagged.txt	getting_VVG dirty_JJ ._. After_CS that_DD1 i_MC1 	am_VBM going_VVGK to_TO straighten_VVI 	up_RP 
24754_tagged.txt	old_JJ newspapers_NN2 ._. At_II night_NNT1 i_ZZ1 	am_VBM going_VVGK to_TO ask_VVI 	ANON_JJ 
24754_tagged.txt	dinner_NN1 and_CC after_II finishing_VVG i_MC1 	am_VBM going_VVGK to_TO drop_VVI 	him_PPHO1 
25010_tagged.txt	and_CC the_AT story_NN1 lines_NN2 ._. I_PPIS1 	am_VBM going_VVGK to_TO compare_VVI 	and_CC 
25553_tagged.txt	eighteen_MC ._. In_II this_DD1 essay_NN1 I_PPIS1 	am_VBM going_VVGK to_TO explain_VVI 	the_AT 
25711_tagged.txt	of_IO many_DA2 chapters_NN2 however_RRQV I_PPIS1 	am_VBM going_VVGK to_TO discuss_VVI 	only_JJ 
26680_tagged.txt	legalized_VVN@ ._. In_II this_DD1 essay_NN1 I_PPIS1 	am_VBM going_VVGK to_TO persuade_VVI 	you_PPY 
26926_tagged.txt	If_CS i_ZZ1 	am_VBM going_VVGK to_TO live_VVI 	alone_RR 
27510_tagged.txt	NN1 institutes or_CC schools_NN2 ._. Therefore_RR I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
28063_tagged.txt	to_TO worry_VVI about_RP@ where_CS I_PPIS1 	am_VBM going_VVGK to_TO live_VVI 	what_DDQ 
28063_tagged.txt	going_VVGK to_TO live_VVI what_DDQ I_PPIS1 	am_VBM going_VVGK to_TO eat_VVI 	or_CC 
28689_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
28802_tagged.txt	I_PPIS1 thought_VVD that_CST yes_UH I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	English_JJ 
28925_tagged.txt	years_NNT2 and_CC this_DD1 year_NNT1 i_ZZ1 	am_VBM going_VVGK to_TO study_VVI 	master_NN1 
29136_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO live_VVI 	alone_RR 
29144_tagged.txt	If_CS I_PPIS1 	am_VBM going_VVGK to_TO live_VVI 	alone_RR 
29601_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 	am_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29610_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 	am_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29624_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO make_VVI 	Bulgogi_NN1 
29627_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 	am_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29777_tagged.txt	in_II different_JJ ways_NN2 ._. Therefore_RR I_PPIS1 	am_VBM going_VVGK to_TO consider_VVI 	where_RRQ 
31908_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO describe_VVI 	a_AT1 
32337_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO write_VVI 	about_II 
32372_tagged.txt	Because_CS I_PPIS1 love_VV0 management_NN1 I_PPIS1 	am_VBM going_VVGK to_TO specialize_VVI 	in_II 
32557_tagged.txt	well_RR22 ._. To_TO begin_VVI with_IW I_PPIS1 	am_VBM going_VVGK to_TO claim_VVI 	that_CST 
33154_tagged.txt	prefering_VVG this_DD1 days_NNT2 First_MD I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
33336_tagged.txt	privilege_NN1 for_IF human_NN1 ._. So_RR I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
33464_tagged.txt	cities_NN2 ._. First_MD of_IO all_DB I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
33464_tagged.txt	cup_NN1 of_IO tea_NN1 ._. Second_NNT1 I_PPIS1 	am_VBM going_VVGK to_TO discuss_VVI 	the_AT 
33551_tagged.txt	I_PPIS1 	am_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
33794_tagged.txt	studying_VVG for_RR21 long_RR22 time_NNT1 I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	at_II 
33899_tagged.txt	finishing_JJ master_NN1 's_GE degree_NN1 I_PPIS1 	am_VBM going_VVGK to_TO try_VVI 	to_TO 
34497_tagged.txt	attention_NN1 by_II people_NN ._. Today_RT I_PPIS1 	am_VBM going_VVGK to_TO talk_VVI 	about_II 
35057_tagged.txt	introduce_VVI for_IF you_PPY ._. What_DDQ I_PPIS1 	am_VBM going_VVGK to_TO introduce_VVI 	is_VBZ 
35409_tagged.txt	time_NNT1 ._. To_TO reduce_VVI time_NNT1 I_PPIS1 	am_VBM going_VVGK to_TO think_VVI 	about_II 
35448_tagged.txt	or_CC CNN_NP1 every_AT1 day_NNT1 ._. I_PPIS1 	am_VBM going_VVGK to_TO read_VVI 	this_DD1 
35472_tagged.txt	TOEFL_NN1 test_NN1 ._. After_CS that_CST I_PPIS1 	am_VBM going_VVGK to_TO look_VVI 	for_IF 
35499_tagged.txt	house_NN1 at_II Squirrel_NN1 hill_NN1 ._. I_PPIS1 	am_VBM going_VVGK to_TO graduate_VVI 	school_NN1 
35504_tagged.txt	studies_NN2 at_II the_AT ELI_NN1 I_PPIS1 	am_VBM going_VVGK to_TO apply_VVI 	for_IF 
35548_tagged.txt	APPGE apartment_NN1 ._. At_II 2_MC pm_RA I_PPIS1 	am_VBM going_VVGK to_TO park_VVI ._. 	while_CS 
35754_tagged.txt	is_VBZ choose_VV0 witch_NN1 major_NN1@ I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	in_II 
36006_tagged.txt	negative_JJ aspects_NN2 in_II which_DDQ I_PPIS1 	am_VBM going_VVGK to_TO focus_VVI 	isolation_NN1 
36284_tagged.txt	My_APPGE Best_JJT Friend_NN1 I_PPIS1 	am_VBM going_VVGK to_TO introduce_VVI 	a_AT1 
36434_tagged.txt	university_NN1 ._. I_PPIS1 hope_VV0 that_CST I_PPIS1 	am_VBM going_VVGK to_TO study_VVI 	hard_RR 
187_tagged.txt	many_DA2 kinds_NN2 of_IO steak_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	another_DD1 
693_tagged.txt	at_II 10_MC 00_MC A._NNU M._NN1 I_PPIS1 '	m_VBM going_VVGK to_TO keep_VVI 	on_RP 
872_tagged.txt	by_II your_APPGE advice_NN1 ._. Soon_RR I_PPIS1 '	m_VBM going_VVGK to_TO call_VVI 	you_PPY 
1187_tagged.txt	a_AT1 few_DA2 months_NNT2 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO wait_VVI 	for_IF 
1222_tagged.txt	make_VVI my_APPGE apartment_NN1 intresting_VVG I_PPIS1 '	m_VBM going_VVGK to_TO pick_VVI 	up_RP 
1372_tagged.txt	of_IO the_AT Kalahari_NP1 Desert_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	the_AT !_! 
1372_tagged.txt	cuisine_NN1 is_VBZ versatile_JJ ._. Then_RT I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	how_RGQ@ 
1523_tagged.txt	make_VVI my_APPGE house_NN1 interesting_JJ I_PPIS1 '	m_VBM going_VVGK to_TO pick_VVI 	up_RP 
1742_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO spend_VVI 	money_NN1 
1742_tagged.txt	money_NN1 to_II activity_NN1 ._. Next_MD I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	new_JJ 
1812_tagged.txt	brief_JJ introduction_NN1 of_IO what_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	about_II ._. 
1940_tagged.txt	complex_JJ I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	back_RP 
1969_tagged.txt	castle_NN1 and_CC Manchester_NP1 where_CS I_PPIS1 '	m_VBM going_VVGK to_TO see_VVI 	Manchester_NP1 
2125_tagged.txt	arrive_VV0 in_II my_APPGE country_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	the_AT 
2143_tagged.txt	I_PPIS1 can_VM write_VVI about_II ._. I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	about_II 
2145_tagged.txt	another_DD1 ._. In_II this_DD1 paragraph_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	about_II 
2283_tagged.txt	the_AT Pregnant_JJ Women_NN2 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
2350_tagged.txt	when_CS you_PPY see_VV0 them_PPHO2 ._. I_PPIS1 '	m_VBM going_VVGK to_TO upload_VVI 	more_DAR 
2442_tagged.txt	Time_NNT1 since_II yesterday_RT night_NNT1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO see_VVI 	it_PPH1 
2764_tagged.txt	to_TO fail_VVI a_AT1 test_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	about_II 
2770_tagged.txt	better_RRR ._. For_REX21 example_REX22 before_CS I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	I_PPIS1 
2948_tagged.txt	me_PPIO1 to_TO cheer_VVI up_RP ._. I_PPIS1 '	m_VBM going_VVGK to_TO clear_VVI 	up_RP 
3072_tagged.txt	completely_RR afraid_JJ about_II what_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO see_VVI 	there_RL 
3203_tagged.txt	Not_XX at_RR21 all_RR22 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO meet_VVI 	you_PPY 
3473_tagged.txt	crucial_JJ for_IF me_PPIO1 because_CS I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
3543_tagged.txt	Recently_RR I_PPIS1 think_VV0 that_CST I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	video_NN1 
3568_tagged.txt	computers_NN2 ._. In_II this_DD1 essay_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO discuss_VVI 	some_DD 
3587_tagged.txt	broke_VVD because_II21 of_II22 that_CST I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	a_AT1 
3622_tagged.txt	to_TO manage_VVI time_NNT1 so_CS@ I_PPIS1 '	m_VBM going_VVGK to_TO introduce_VVI 	to_II 
3806_tagged.txt	friend_NN1 parents_NN2 etc_RA ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO present_VVI 	respect_NN1 
4694_tagged.txt	First_MD active_JJ that_CST is_VBZ I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
4719_tagged.txt	happy_JJ and_CC relax_VV0 ._. As_CSA i_ZZ1 '	m_VBM going_VVGK to_TO learn_VVI 	some_DD 
4747_tagged.txt	Univ_NN1 ._. of_IO Pittsburgh_NP1 ._. However_RRQV I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	back_RP 
5077_tagged.txt	many_DA2 activities_NN2 there_RL ._. First_MD I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
5077_tagged.txt	he_PPHS1 has_VHZ party_NN1 ._. Second_NNT1 I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	some_DD 
5457_tagged.txt	The_AT topic_NN1 that_CST i_ZZ1 '	m_VBM going_VVGK to_TO take_VVI 	is_VBZ 
5484_tagged.txt	tell_VVI my_APPGE friend_NN1 that_CST I_PPIS1 '	m_VBM going_VVGK to_TO leave_VVI ._. 	In_RR21 
6128_tagged.txt	and_CC I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	two_MC 
6287_tagged.txt	our_APPGE things_NN2 right_RR and_CC I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
6556_tagged.txt	with_IW their_APPGE meals_NN2 ._. Today_RT I_PPIS1 '	m_VBM going_VVGK to_TO introduce_VVI 	how_RRQ 
6673_tagged.txt	because_CS I_PPIS1 feel_VV0 like_CS% I_PPIS1 '	m_VBM going_VVGK to_TO throw_VVI 	up_RP 
6746_tagged.txt	with_IW their_APPGE meals_NN2 ._. Today_RT I_PPIS1 '	m_VBM going_VVGK to_TO introduce_VVI 	how_RRQ 
6843_tagged.txt	with_IW their_APPGE meals_NN2 ._. Today_RT I_PPIS1 '	m_VBM going_VVGK to_TO introduce_VVI 	how_RRQ 
7705_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
7712_tagged.txt	everyday_JJ for_IF me_PPIO1 ._. Finally_RR I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	air_NN1 
7719_tagged.txt	in_II LA_NP1 ._. After_II then_RT I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	back_RP 
7725_tagged.txt	Pittsburgh_NP1 ._. The_AT next_MD month_NNT1 I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	him_PPHO1 
7733_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
7733_tagged.txt	on_II business_NN1 trip_NN1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	English_NN1 
7742_tagged.txt	time_NNT1 for_IF these_DD2 reason_VV0@ I_PPIS1 '	m_VBM going_VVGK to_TO call_VVI 	my_APPGE 
7767_tagged.txt	be_VBI a_AT1 friend_NN1 ._. And_CC I_PPIS1 '	m_VBM going_VVGK to_TO explain_VVI 	why_RRQ 
7793_tagged.txt	IF lever_NN1 5_MC in_II ELI_NP1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
7801_tagged.txt	yard_NN1 ._. The_AT next_MD year_NNT1 I_PPIS1 '	m_VBM going_VVGK to_TO move_VVI 	to_II 
7887_tagged.txt	there_EX are_VBR differences_NN2 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO explain_VVI 	three_MC 
7903_tagged.txt	all_DB of_IO them_PPHO2 ._. First_MD I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	in_II 
7903_tagged.txt	lot_NN1 of_IO money_NN1 ._. Finally_RR I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	a_AT1 
7936_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	apples_NN2 
7937_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	a_AT1 
7938_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	drink_NN1 
7939_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	flowers_NN2 
7940_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	glasses_NN2 
7941_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	bananas_NN2 
7942_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	eggs_NN2 
7943_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	a_AT1 
7984_tagged.txt	bagels_NN2 which_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	from_II 
8018_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	an_AT1 
8018_tagged.txt	went_VVD to_II Niagara_NP1 Falls_NN2 ._. I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	an_AT1 
8018_tagged.txt	went_VVD to_II Niagara_NP1 Falls_NN2 ._. I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	an_AT1 
8018_tagged.txt	went_VVD to_II Niagara_NP1 Falls_NN2 I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	an_AT1 
8019_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	breads_NN2 
8020_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	some_DD 
8021_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	some_DD 
8022_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	my_APPGE 
8023_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	a_AT1 
8024_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	a_AT1 
8025_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO bring_VVI 	a_AT1 
8071_tagged.txt	study_VVI the_AT university_NN1 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO live_VVI 	with_IW 
8347_tagged.txt	there_EX are_VBR differences_NN2 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO explain_VVI 	three_MC 
8563_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	to_TO 
8617_tagged.txt	At_RR21 first_RR22 I_PPIS1 '	m_VBM going_VVGK to_TO tell_VVI 	her_PPHO1 
9517_tagged.txt	type_NN1 of_IO students_NN2 which_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
9847_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	the_AT 2500
10497_tagged.txt	Hello_UH Everyone_PN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO introduce_VVI 	myself_PPX1 
10510_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
10551_tagged.txt	Maybe_RR i_MC1 '	m_VBM going_VVGK to_TO register_VVI 	next_MD 
